ts,machine_id,machine_state,product_id,customer_id,shift,operator_note
2026-07-02 06:39:31,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-02 06:40:00,CNC-02,STOPPED,P-4471,CustA,A,jaam
2026-07-02 06:40:44,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-02 06:41:00,CNC-02,STOPPED,P-4471,CustA,A,jamd
2026-07-02 06:42:00,CNC-02,STOPPED,P-4471,CustA,A,atasco
2026-07-02 06:42:30,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-02 06:43:19,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-02 22:38:20,CNC-02,STOPPED,P-4471,CustA,C,quality check
2026-07-02 22:38:37,CNC-02,RUNNING,P-4471,CustA,C,
2026-07-03 06:09:00,CNC-02,SETUP,P-8810,CustB,A,setup / changeover
2026-07-03 06:23:00,CNC-02,RUNNING,P-8810,CustB,A,
2026-07-04 06:02:00,CNC-02,SETUP,P-4472,CustA,A,setup / changeover
2026-07-04 06:22:00,CNC-02,RUNNING,P-4472,CustA,A,
2026-07-05 06:04:00,CNC-02,SETUP,P-4471,CustA,A,setup / changeover
2026-07-05 06:22:00,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-05 06:32:00,CNC-02,STOPPED,P-4471,CustA,A,jam
2026-07-05 06:32:41,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-05 06:41:00,CNC-02,STOPPED,P-4471,CustA,A,atasco
2026-07-05 06:41:52,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-05 06:42:00,CNC-02,STOPPED,P-4471,CustA,A,matl jam again
2026-07-05 06:42:37,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-05 06:52:00,CNC-02,STOPPED,P-4471,CustA,A,material stuck
2026-07-05 06:52:33,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-05 16:02:19,CNC-02,STOPPED,P-4471,CustA,B,
2026-07-05 16:02:20,CNC-02,RUNNING,P-4471,CustA,B,
2026-07-05 18:38:13,CNC-02,STOPPED,P-4471,CustA,B,adjust
2026-07-05 18:38:54,CNC-02,RUNNING,P-4471,CustA,B,
2026-07-06 06:19:00,CNC-02,SETUP,P-2201,CustC,A,setup / changeover
2026-07-06 06:38:00,CNC-02,RUNNING,P-2201,CustC,A,
2026-07-07 06:10:00,CNC-02,SETUP,P-4471,CustA,A,setup / changeover
2026-07-07 06:24:00,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-07 06:43:00,CNC-02,STOPPED,P-4471,CustA,A,jaam
2026-07-07 06:43:33,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-07 06:46:00,CNC-02,STOPPED,P-4471,CustA,A,jam
2026-07-07 06:46:50,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-07 06:52:00,CNC-02,STOPPED,P-4471,CustA,A,matl jam again
2026-07-07 06:53:20,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-07 06:59:00,CNC-02,STOPPED,P-4471,CustA,A,atasco
2026-07-07 07:00:07,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-07 08:01:02,CNC-02,STOPPED,P-4471,CustA,A,
2026-07-07 08:01:03,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-07 23:18:32,CNC-02,STOPPED,P-4471,CustA,C,
2026-07-07 23:18:33,CNC-02,RUNNING,P-4471,CustA,C,
2026-07-08 02:49:49,CNC-02,STOPPED,P-4472,CustA,C,inspect part
2026-07-08 02:51:24,CNC-02,RUNNING,P-4472,CustA,C,
2026-07-08 06:14:00,CNC-02,SETUP,P-4472,CustA,A,setup / changeover
2026-07-08 06:28:00,CNC-02,RUNNING,P-4472,CustA,A,
2026-07-09 06:13:00,CNC-02,SETUP,P-4471,CustA,A,setup / changeover
2026-07-09 06:27:00,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-09 06:33:00,CNC-02,STOPPED,P-4471,CustA,A,jam
2026-07-09 06:34:10,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-09 06:39:09,CNC-02,STOPPED,P-4471,CustA,A,tool chg
2026-07-09 06:39:40,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-09 06:51:00,CNC-02,STOPPED,P-4471,CustA,A,
2026-07-09 06:51:27,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-09 06:57:00,CNC-02,STOPPED,P-4471,CustA,A,
2026-07-09 06:58:14,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-09 07:01:00,CNC-02,STOPPED,P-4471,CustA,A,jamd
2026-07-09 07:02:13,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-10 06:12:00,CNC-02,SETUP,P-4471,CustA,A,setup / changeover
2026-07-10 06:26:00,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-10 06:49:00,CNC-02,STOPPED,P-4471,CustA,A,jaam
2026-07-10 06:50:00,CNC-02,STOPPED,P-4471,CustA,A,jam
2026-07-10 06:50:19,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-10 06:50:30,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-10 06:53:00,CNC-02,STOPPED,P-4471,CustA,A,
2026-07-10 06:53:40,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-10 06:56:00,CNC-02,STOPPED,P-4471,CustA,A,
2026-07-10 06:57:03,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-10 17:19:42,CNC-02,STOPPED,P-4471,CustA,B,
2026-07-10 17:19:43,CNC-02,RUNNING,P-4471,CustA,B,
2026-07-11 06:13:00,CNC-02,SETUP,P-4471,CustA,A,setup / changeover
2026-07-11 06:32:00,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-11 06:36:00,CNC-02,STOPPED,P-4471,CustA,A,material stuck
2026-07-11 06:36:48,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-11 06:39:00,CNC-02,STOPPED,P-4471,CustA,A,jam
2026-07-11 06:40:26,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-11 06:56:00,CNC-02,STOPPED,P-4471,CustA,A,jam
2026-07-11 06:56:00,CNC-02,STOPPED,P-4471,CustA,A,matl jam again
2026-07-11 06:56:49,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-11 06:57:01,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-11 23:10:00,CNC-02,STOPPED,P-4471,CustA,C,too hot
2026-07-11 23:11:12,CNC-02,RUNNING,P-4471,CustA,C,
2026-07-12 06:20:00,CNC-02,SETUP,P-4471,CustA,A,setup / changeover
2026-07-12 06:30:00,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-12 06:43:00,CNC-02,STOPPED,P-4471,CustA,A,jaam
2026-07-12 06:44:24,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-12 06:49:00,CNC-02,STOPPED,P-4471,CustA,A,jam
2026-07-12 06:50:16,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-12 06:56:00,CNC-02,STOPPED,P-4471,CustA,A,jamd
2026-07-12 06:57:28,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-12 06:58:00,CNC-02,STOPPED,P-4471,CustA,A,jamd
2026-07-12 06:59:01,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-13 04:14:54,CNC-02,STOPPED,P-4471,CustA,C,
2026-07-13 04:14:55,CNC-02,RUNNING,P-4471,CustA,C,
2026-07-13 06:20:00,CNC-02,SETUP,P-4471,CustA,A,setup / changeover
2026-07-13 06:37:00,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-13 07:06:00,CNC-02,STOPPED,P-4471,CustA,A,jamd
2026-07-13 07:06:00,CNC-02,STOPPED,P-4471,CustA,A,jamd
2026-07-13 07:06:39,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-13 07:06:44,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-13 07:09:00,CNC-02,STOPPED,P-4471,CustA,A,atasco
2026-07-13 07:10:00,CNC-02,STOPPED,P-4471,CustA,A,jaam
2026-07-13 07:10:02,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-13 07:10:40,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-14 06:12:00,CNC-02,SETUP,P-4471,CustA,A,setup / changeover
2026-07-14 06:26:00,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-14 06:48:00,CNC-02,STOPPED,P-4471,CustA,A,matl jam again
2026-07-14 06:49:23,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-14 06:55:00,CNC-02,STOPPED,P-4471,CustA,A,jamd
2026-07-14 06:55:43,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-14 06:59:00,CNC-02,STOPPED,P-4471,CustA,A,matl jam again
2026-07-14 06:59:00,CNC-02,STOPPED,P-4471,CustA,A,matl jam again
2026-07-14 06:59:44,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-14 07:00:21,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-14 13:22:37,CNC-02,STOPPED,P-4471,CustA,A,
2026-07-14 13:22:38,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-14 16:14:29,CNC-02,STOPPED,P-4471,CustA,B,empty hopper
2026-07-14 16:15:42,CNC-02,RUNNING,P-4471,CustA,B,
2026-07-15 06:03:00,CNC-02,SETUP,P-2201,CustC,A,setup / changeover
2026-07-15 06:14:00,CNC-02,RUNNING,P-2201,CustC,A,
2026-07-15 23:40:52,CNC-02,STOPPED,P-2201,CustC,C,
2026-07-15 23:40:53,CNC-02,RUNNING,P-2201,CustC,C,
2026-07-16 06:04:00,CNC-02,SETUP,P-4471,CustA,A,setup / changeover
2026-07-16 06:12:00,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-16 06:35:00,CNC-02,STOPPED,P-4471,CustA,A,atasco
2026-07-16 06:36:18,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-16 06:39:00,CNC-02,STOPPED,P-4471,CustA,A,jam
2026-07-16 06:40:17,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-16 06:44:00,CNC-02,STOPPED,P-4471,CustA,A,
2026-07-16 06:44:37,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-16 06:47:00,CNC-02,STOPPED,P-4471,CustA,A,jamd
2026-07-16 06:47:44,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-16 11:49:09,CNC-02,STOPPED,P-4471,CustA,A,
2026-07-16 11:49:10,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-17 06:05:00,CNC-02,SETUP,P-2200,CustC,A,setup / changeover
2026-07-17 06:14:00,CNC-02,RUNNING,P-2200,CustC,A,
2026-07-18 06:10:00,CNC-02,SETUP,P-4471,CustA,A,setup / changeover
2026-07-18 06:24:00,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-18 06:40:00,CNC-02,STOPPED,P-4471,CustA,A,jamd
2026-07-18 06:41:23,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-18 06:43:00,CNC-02,STOPPED,P-4471,CustA,A,jam
2026-07-18 06:43:37,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-18 06:44:00,CNC-02,STOPPED,P-4471,CustA,A,jamd
2026-07-18 06:44:54,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-18 06:57:00,CNC-02,STOPPED,P-4471,CustA,A,jamd
2026-07-18 06:57:52,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-18 11:54:35,CNC-02,STOPPED,P-4471,CustA,A,adjust
2026-07-18 11:55:04,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-18 14:38:59,CNC-02,STOPPED,P-4471,CustA,B,
2026-07-18 14:39:00,CNC-02,RUNNING,P-4471,CustA,B,
2026-07-19 03:04:25,CNC-02,STOPPED,P-4471,CustA,C,matl jam again
2026-07-19 03:05:35,CNC-02,RUNNING,P-4471,CustA,C,
2026-07-19 06:00:00,CNC-02,SETUP,P-4471,CustA,A,setup / changeover
2026-07-19 06:09:00,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-19 06:24:00,CNC-02,STOPPED,P-4471,CustA,A,
2026-07-19 06:24:45,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-19 06:39:00,CNC-02,STOPPED,P-4471,CustA,A,jaam
2026-07-19 06:39:31,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-19 06:43:00,CNC-02,STOPPED,P-4471,CustA,A,
2026-07-19 06:44:06,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-19 06:50:00,CNC-02,STOPPED,P-4471,CustA,A,matl jam again
2026-07-19 06:50:35,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-20 06:02:00,CNC-02,SETUP,P-4471,CustA,A,setup / changeover
2026-07-20 06:16:00,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-20 06:25:00,CNC-02,STOPPED,P-4471,CustA,A,jam
2026-07-20 06:25:43,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-20 06:33:00,CNC-02,STOPPED,P-4471,CustA,A,jaam
2026-07-20 06:34:09,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-20 06:38:00,CNC-02,STOPPED,P-4471,CustA,A,
2026-07-20 06:38:49,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-20 06:52:00,CNC-02,STOPPED,P-4471,CustA,A,material stuck
2026-07-20 06:52:43,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-20 08:48:48,CNC-02,STOPPED,P-4471,CustA,A,alimentacion mala
2026-07-20 08:49:25,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-21 06:08:00,CNC-02,SETUP,P-4471,CustA,A,setup / changeover
2026-07-21 06:25:00,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-21 06:42:00,CNC-02,STOPPED,P-4471,CustA,A,jamd
2026-07-21 06:42:30,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-21 06:47:00,CNC-02,STOPPED,P-4471,CustA,A,jamd
2026-07-21 06:48:00,CNC-02,STOPPED,P-4471,CustA,A,atasco
2026-07-21 06:48:29,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-21 06:48:36,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-21 06:54:00,CNC-02,STOPPED,P-4471,CustA,A,matl jam again
2026-07-21 06:55:01,CNC-02,RUNNING,P-4471,CustA,A,
2026-07-21 18:41:44,CNC-02,STOPPED,P-4471,CustA,B,temp high
2026-07-21 18:42:15,CNC-02,RUNNING,P-4471,CustA,B,
2026-07-21 21:12:14,CNC-02,STOPPED,P-4471,CustA,B,
2026-07-21 21:12:15,CNC-02,RUNNING,P-4471,CustA,B,
2026-07-01 03:36:12,PACK-01,STOPPED,P-2200,CustC,C,sensor trip
2026-07-01 03:37:22,PACK-01,RUNNING,P-2200,CustC,C,
2026-07-01 04:05:35,PACK-01,STOPPED,P-2200,CustC,C,sensore
2026-07-01 04:06:18,PACK-01,RUNNING,P-2200,CustC,C,
2026-07-01 06:01:00,PACK-01,SETUP,P-2200,CustC,A,setup / changeover
2026-07-01 06:09:00,PACK-01,RUNNING,P-2200,CustC,A,
2026-07-01 22:46:29,PACK-01,STOPPED,P-2200,CustC,C,sensor trip
2026-07-01 22:47:28,PACK-01,RUNNING,P-2200,CustC,C,
2026-07-02 00:16:33,PACK-01,STOPPED,P-2201,CustC,C,
2026-07-02 00:16:34,PACK-01,RUNNING,P-2201,CustC,C,
2026-07-02 06:11:00,PACK-01,SETUP,P-2201,CustC,A,setup / changeover
2026-07-02 06:22:00,PACK-01,RUNNING,P-2201,CustC,A,
2026-07-03 01:00:04,PACK-01,STOPPED,P-2200,CustC,C,sensor trip
2026-07-03 01:01:14,PACK-01,RUNNING,P-2200,CustC,C,
2026-07-03 01:04:57,PACK-01,STOPPED,P-2200,CustC,C,sensor err
2026-07-03 01:05:24,PACK-01,RUNNING,P-2200,CustC,C,
2026-07-03 06:07:00,PACK-01,SETUP,P-2200,CustC,A,setup / changeover
2026-07-03 06:18:00,PACK-01,RUNNING,P-2200,CustC,A,
2026-07-03 07:06:42,PACK-01,STOPPED,P-2200,CustC,A,too hot
2026-07-03 07:07:42,PACK-01,RUNNING,P-2200,CustC,A,
2026-07-03 07:28:51,PACK-01,STOPPED,P-2200,CustC,A,
2026-07-03 07:28:52,PACK-01,RUNNING,P-2200,CustC,A,
2026-07-03 08:46:59,PACK-01,STOPPED,P-2200,CustC,A,scrap check
2026-07-03 08:47:45,PACK-01,RUNNING,P-2200,CustC,A,
2026-07-03 12:11:17,PACK-01,STOPPED,P-2200,CustC,A,
2026-07-03 12:11:18,PACK-01,RUNNING,P-2200,CustC,A,
2026-07-03 14:43:41,PACK-01,STOPPED,P-2200,CustC,B,feeder stuck
2026-07-03 14:44:03,PACK-01,RUNNING,P-2200,CustC,B,
2026-07-03 22:37:35,PACK-01,STOPPED,P-2200,CustC,C,sensore
2026-07-03 22:38:14,PACK-01,RUNNING,P-2200,CustC,C,
2026-07-04 00:03:32,PACK-01,STOPPED,P-2200,CustC,C,misfeed
2026-07-04 00:04:10,PACK-01,RUNNING,P-2200,CustC,C,
2026-07-04 02:27:44,PACK-01,STOPPED,P-2200,CustC,C,sensore
2026-07-04 02:28:55,PACK-01,RUNNING,P-2200,CustC,C,
